Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0429069995880127	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
1.714738130569458	1	24.452381	16.392801	89.0	9.0	24.452380952380953	16.392800947443188	1027	2034
2.182732105255127	2	35.5	19.852371	92.0	13.0	35.5	19.85237181463884	1065	3099
2.6524770259857178	3	44.260868	17.840397	80.0	20.0	44.26086956521739	17.84039722531143	1018	4117
3.0915780067443848	4	45.954544	18.986782	96.0	16.0	45.95454545454545	18.986783136811184	1011	5128
3.5788540840148926	5	78.71429	25.496298	138.0	45.0	78.71428571428571	25.49629825072251	1102	6230
4.112833023071289	6	69.6	21.758677	109.0	29.0	69.6	21.758676430334635	1044	7274
4.552196979522705	7	72.5	32.306015	134.0	29.0	72.5	32.30601447762586	1015	8289
5.011001110076904	8	94.72727	48.960262	194.0	43.0	94.72727272727273	48.960263867921796	1042	9331
5.442605972290039	9	87.916664	39.32018	200.0	56.0	87.91666666666667	39.32017788475643	1055	10386
5.960496187210083	10	108.6	42.038548	177.0	64.0	108.6	42.03855373344806	1086	11472
6.397479057312012	11	103.3	34.825424	179.0	50.0	103.3	34.82542174906142	1033	12505
6.85256290435791	12	130.75	38.577034	200.0	64.0	130.75	38.577033322950065	1046	13551
7.351186990737915	13	159.85715	22.203142	200.0	127.0	159.85714285714286	22.203143737694774	1119	14670
7.858407020568848	14	151.71428	33.13485	200.0	114.0	151.71428571428572	33.13485124980854	1062	15732
8.309400081634521	15	134.25	51.16334	200.0	56.0	134.25	51.16334136860102	1074	16806
8.751981019973755	16	177.0	28.05946	200.0	124.0	177.0	28.05946067431328	1062	17868
9.185058116912842	17	169.16667	33.398685	200.0	125.0	169.16666666666666	33.398685935560735	1015	18883
9.650074005126953	18	170.0	20.744478	200.0	144.0	170.0	20.744477176668813	1020	19903
10.161425113677979	19	187.16667	28.696205	200.0	123.0	187.16666666666666	28.6962057112473	1123	21026
10.63663101196289	20	183.33333	31.810198	200.0	113.0	183.33333333333334	31.810201019309652	1100	22126
11.128878116607666	21	189.0	23.280893	200.0	137.0	189.0	23.280893453645632	1134	23260
11.678002834320068	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24460
12.191447973251343	23	196.33333	8.198916	200.0	178.0	196.33333333333334	8.19891591749923	1178	25638
12.694193124771118	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	26838
13.197678089141846	25	191.0	20.12461	200.0	146.0	191.0	20.12461179749811	1146	27984
13.733143091201782	26	188.5	25.71478	200.0	131.0	188.5	25.71478174124758	1131	29115
14.215956926345825	27	187.0	18.466185	200.0	158.0	187.0	18.466185312619388	1122	30237
14.75668716430664	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31437
15.257475137710571	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	32637
15.821905136108398	30	196.16667	8.571594	200.0	177.0	196.16666666666666	8.571593913749194	1177	33814
16.333863019943237	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35014
16.857205867767334	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36214
17.378425121307373	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37414
17.909041166305542	34	190.5	21.242645	200.0	143.0	190.5	21.242645786248	1143	38557
18.419893980026245	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	39757
18.927104949951172	36	190.0	22.36068	200.0	140.0	190.0	22.360679774997898	1140	40897
19.45993399620056	37	199.16667	1.8633897	200.0	195.0	199.16666666666666	1.863389981249825	1195	42092
20.05487895011902	38	171.0	34.06716	200.0	119.0	171.0	34.067160559275095	1197	43289
20.563595056533813	39	194.83333	11.553019	200.0	169.0	194.83333333333334	11.553017883748915	1169	44458
21.087280988693237	40	198.33333	3.72678	200.0	190.0	198.33333333333334	3.7267799624996494	1190	45648
21.589449882507324	41	187.16667	28.696205	200.0	123.0	187.16666666666666	28.696205711247295	1123	46771
22.143795013427734	42	193.0	11.761519	200.0	168.0	193.0	11.761519176251568	1158	47929
22.60333800315857	43	182.5	31.409924	200.0	114.0	182.5	31.409924121737916	1095	49024
23.05622386932373	44	175.83333	26.42232	200.0	140.0	175.83333333333334	26.422318007489217	1055	50079
23.605671167373657	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	51279
24.1471688747406	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	52479
24.657224893569946	47	187.16667	24.497732	200.0	133.0	187.16666666666666	24.497732321357603	1123	53602
25.194825887680054	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	54802
25.754483938217163	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	56002
26.25968885421753	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	57202
26.80020809173584	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	58402
27.321606159210205	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	59602
27.863805055618286	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	60802
28.37066388130188	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	62002
28.88472008705139	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	63202
29.386327028274536	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	64402
29.88793110847473	57	177.16667	32.966732	200.0	120.0	177.16666666666666	32.966734074754136	1063	65465
30.365511178970337	58	177.83333	33.95299	200.0	110.0	177.83333333333334	33.952990377219436	1067	66532
30.819684982299805	59	172.5	38.033978	200.0	95.0	172.5	38.03397603897512	1035	67567
