Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.333895206451416	0	16.332247	7.257953	63.0	8.0	16.332247557003257	7.25795323603704	5014	5014
5.902691125869751	1	27.183784	15.382642	121.0	9.0	27.183783783783785	15.382642262637377	5029	10043
8.90685224533081	2	44.80531	24.450369	122.0	11.0	44.80530973451327	24.450368152242014	5063	15106
13.109780311584473	3	54.532608	25.235607	134.0	18.0	54.53260869565217	25.235607644649793	5017	20123
15.922463178634644	4	70.56338	29.794003	156.0	22.0	70.56338028169014	29.79400279684156	5010	25133
18.330263137817383	5	75.10448	33.145153	200.0	21.0	75.1044776119403	33.14515084785572	5032	30165
20.442519187927246	6	77.52308	31.1967	200.0	30.0	77.52307692307693	31.196699870983736	5039	35204
24.213616132736206	7	96.21154	42.91868	200.0	37.0	96.21153846153847	42.91867826234846	5003	40207
27.99699115753174	8	104.645836	50.281494	200.0	35.0	104.64583333333333	50.28149493241911	5023	45230
30.452951192855835	9	132.1842	47.182655	200.0	44.0	132.18421052631578	47.182654742895274	5023	50253
32.37654232978821	10	139.61111	34.96369	200.0	48.0	139.61111111111111	34.96369369135947	5026	55279
34.3103461265564	11	141.22223	40.911224	200.0	43.0	141.22222222222223	40.91122578292819	5084	60363
37.62682223320007	12	162.58064	34.421272	200.0	52.0	162.58064516129033	34.421274548151914	5040	65403
42.814943075180054	13	172.06667	25.32184	200.0	112.0	172.06666666666666	25.321839497863415	5162	70565
45.66708731651306	14	169.1	29.575161	200.0	116.0	169.1	29.57515849492611	5073	75638
47.73489999771118	15	171.03334	26.102978	200.0	125.0	171.03333333333333	26.102979821383528	5131	80769
49.74388027191162	16	183.5	27.41806	200.0	122.0	183.5	27.41805974171039	5138	85907
51.688953161239624	17	190.59259	22.194859	200.0	123.0	190.59259259259258	22.19485969728503	5146	91053
53.67176914215088	18	180.35715	25.155539	200.0	124.0	180.35714285714286	25.155536575636052	5050	96103
55.85012936592102	19	191.7037	18.046883	200.0	135.0	191.7037037037037	18.04688300739435	5176	101279
58.204610109329224	20	192.14815	18.62834	200.0	132.0	192.14814814814815	18.628341020156288	5188	106467
60.264403343200684	21	196.46153	12.518389	200.0	140.0	196.46153846153845	12.518388840885141	5108	111575
62.3987922668457	22	197.88461	10.576922	200.0	145.0	197.8846153846154	10.576923076923077	5145	116720
64.27397131919861	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	121920
66.20608329772949	24	198.46153	7.692307	200.0	160.0	198.46153846153845	7.692307692307693	5160	127080
68.06092619895935	25	199.76923	1.1538461	200.0	194.0	199.76923076923077	1.1538461538461535	5194	132274
70.00190210342407	26	200.0	0.0	200.0	200.0	200.0	0.0	5200	137474
71.87297224998474	27	198.57692	7.1153846	200.0	163.0	198.57692307692307	7.115384615384616	5163	142637
73.73117899894714	28	200.0	0.0	200.0	200.0	200.0	0.0	5200	147837
75.68106126785278	29	200.0	0.0	200.0	200.0	200.0	0.0	5200	153037
77.55693316459656	30	200.0	0.0	200.0	200.0	200.0	0.0	5200	158237
79.41118025779724	31	199.3077	3.4615383	200.0	182.0	199.30769230769232	3.4615384615384612	5182	163419
81.39545607566833	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	168619
83.44540119171143	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	173819
85.5317771434784	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	179019
87.49070906639099	35	194.42308	18.233892	200.0	130.0	194.42307692307693	18.233892948874242	5055	184074
89.38340711593628	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	189274
91.28388524055481	37	200.0	0.0	200.0	200.0	200.0	0.0	5200	194474
93.37367415428162	38	198.11539	9.423077	200.0	151.0	198.1153846153846	9.423076923076925	5151	199625
95.77806830406189	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	204825
98.02725195884705	40	197.26923	13.653845	200.0	129.0	197.26923076923077	13.653846153846153	5129	209954
100.02586531639099	41	197.73077	11.346154	200.0	141.0	197.73076923076923	11.346153846153845	5141	215095
102.56270837783813	42	192.5	20.862646	200.0	127.0	192.5	20.862646045025066	5005	220100
104.94277930259705	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	225300
106.98961520195007	44	192.8077	23.155027	200.0	103.0	192.80769230769232	23.155028081256713	5013	230313
108.95772910118103	45	199.61539	1.9230769	200.0	190.0	199.6153846153846	1.9230769230769234	5190	235503
110.86720204353333	46	197.38461	12.300961	200.0	136.0	197.3846153846154	12.300959697009647	5132	240635
112.91177606582642	47	195.65384	17.982775	200.0	107.0	195.65384615384616	17.982774466549728	5087	245722
115.41401505470276	48	180.53572	34.79684	200.0	102.0	180.53571428571428	34.79684113624719	5055	250777
118.00728726387024	49	195.5	15.73641	200.0	121.0	195.5	15.736410498732402	5083	255860
119.92672419548035	50	184.39285	28.536118	200.0	96.0	184.39285714285714	28.536116571453654	5163	261023
121.82760429382324	51	196.42308	17.884615	200.0	107.0	196.42307692307693	17.884615384615383	5107	266130
123.65848922729492	52	195.84616	17.053518	200.0	113.0	195.84615384615384	17.053518264777523	5092	271222
125.70955324172974	53	199.26923	3.459187	200.0	182.0	199.26923076923077	3.4591872356611386	5181	276403
127.81042528152466	54	194.92308	13.393233	200.0	149.0	194.92307692307693	13.393233299873936	5068	281471
129.71046233177185	55	192.40741	22.928648	200.0	99.0	192.40740740740742	22.92864819594209	5195	286666
131.53586530685425	56	194.6923	18.419825	200.0	113.0	194.69230769230768	18.419824668774737	5062	291728
